Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HPTS_avg_5,APTS_avg_5,H_gd_5,A_gd_5,H_eff_5,A_eff_5,HST_avg_5,AST_avg_5,target,H_status,A_status,H_H2H,A_H2H
I1,20/09/09,Cagliari,Inter,1,2,A,1,0,H,17,18,4,5,20,23,4,4,2,3,0,0,0.0,3.0,-2.0,4.0,0.25,0.57,4.0,7.0,2,1.18,2.33,0.83,1.83
I1,20/09/09,Catania,Lazio,1,1,D,1,0,H,12,16,2,3,29,14,6,4,3,0,0,0,0.0,3.0,-1.0,1.0,0.25,0.67,4.0,3.0,1,1.06,1.41,1.5,1.5
I1,20/09/09,Chievo,Genoa,3,1,H,2,0,H,11,12,7,5,23,13,2,8,2,3,0,0,0.0,3.0,-1.0,1.0,0.25,0.33,4.0,3.0,0,1.01,1.05,0.5,2.0
I1,20/09/09,Milan,Bologna,1,0,H,0,0,D,22,3,4,1,11,15,13,3,1,3,0,0,0.0,1.0,-4.0,0.0,0.0,0.0,2.0,3.0,0,1.82,1.05,1.5,1.5
I1,20/09/09,Parma,Palermo,1,0,H,1,0,H,12,15,3,6,16,27,6,6,1,2,0,0,3.0,0.0,1.0,-1.0,0.22,0.0,9.0,3.0,0,1.0,1.42,2.0,0.5
I1,20/09/09,Roma,Fiorentina,3,1,H,3,0,H,19,16,9,5,17,18,5,6,0,3,0,0,0.0,1.0,-2.0,0.0,0.25,0.2,4.0,5.0,0,1.93,1.82,1.83,0.83
I1,20/09/09,Sampdoria,Siena,4,1,H,2,0,H,13,14,9,5,16,25,3,10,3,2,0,0,3.0,3.0,2.0,2.0,0.43,0.5,7.0,6.0,0,1.36,1.13,2.0,0.5
I1,23/09/09,Atalanta,Catania,0,0,D,0,0,D,10,9,4,1,20,21,7,5,5,4,0,0,0.0,0.0,-2.0,-3.0,0.0,0.5,7.0,3.0,1,1.27,1.06,1.5,1.0
I1,23/09/09,Bari,Cagliari,0,1,A,0,0,D,5,12,3,3,11,23,4,4,2,3,0,0,2.0,0.5,3.0,-1.0,0.44,0.0,4.5,2.0,2,1.05,1.18,1.05,1.18
I1,23/09/09,Bologna,Livorno,2,0,H,1,0,H,10,11,3,4,22,20,5,2,1,1,0,0,0.5,0.0,-2.0,-4.0,0.14,0.07,3.5,7.0,0,1.05,0.96,1.05,0.96
I1,23/09/09,Fiorentina,Sampdoria,2,0,H,1,0,H,21,6,10,3,19,13,8,5,1,2,0,0,3.0,3.0,2.0,2.0,0.33,0.43,3.0,3.5,0,1.82,1.36,2.0,0.5
I1,23/09/09,Inter,Napoli,3,1,H,3,1,H,13,12,7,4,10,16,5,8,2,2,0,0,2.0,0.0,2.0,-4.0,0.25,0.25,6.0,4.0,0,2.33,1.05,1.5,1.5
I1,23/09/09,Lazio,Parma,1,2,A,1,2,A,11,18,6,4,16,24,1,2,3,0,1,0,1.5,0.5,-1.0,-2.0,0.12,0.33,4.0,3.0,2,1.41,1.0,2.0,0.5
I1,23/09/09,Palermo,Roma,3,3,D,2,2,D,16,20,6,7,24,10,4,8,4,2,0,0,2.0,1.5,1.0,0.0,0.21,0.4,7.0,5.0,1,1.42,1.93,0.5,2.5
I1,23/09/09,Siena,Chievo,0,0,D,0,0,D,13,13,3,3,14,13,4,6,3,0,0,0,0.0,1.5,-2.0,1.0,0.33,0.4,3.0,2.5,1,1.13,1.01,2.25,0.75
I1,23/09/09,Udinese,Milan,1,0,H,1,0,H,13,18,6,4,11,14,3,6,2,2,0,1,2.0,2.0,2.0,1.0,0.43,0.22,7.0,4.5,0,1.41,1.82,1.0,2.0
I1,24/09/09,Genoa,Juventus,2,2,D,1,1,D,11,17,3,8,22,33,3,8,2,2,0,0,3.0,3.0,4.0,4.0,0.5,0.29,7.0,8.5,1,1.05,1.05,0.75,2.25
I1,26/09/09,Livorno,Fiorentina,0,1,A,0,0,D,12,13,5,4,19,26,7,3,2,2,0,1,1.0,0.5,0.0,-2.0,0.0,0.2,5.5,5.0,2,0.96,1.82,0.75,2.25
I1,26/09/09,Sampdoria,Inter,1,0,H,0,0,D,7,13,2,3,14,19,3,7,5,1,0,0,3.0,3.0,5.0,5.0,0.44,0.5,8.0,6.0,0,1.36,2.33,0.5,2.0
I1,27/09/09,Catania,Roma,1,1,D,1,0,H,12,13,5,3,20,13,7,2,5,2,1,0,0.5,1.33,-1.0,0.0,0.33,0.41,3.0,5.67,1,1.06,1.93,0.67,2.17
I1,27/09/09,Chievo,Atalanta,1,1,D,0,0,D,21,11,8,4,15,11,10,5,0,2,0,0,1.5,0.0,1.0,-4.0,0.36,0.14,5.5,3.5,1,1.01,1.27,1.25,1.25
I1,27/09/09,Juventus,Bologna,1,1,D,1,0,H,21,16,5,4,17,16,9,3,0,2,0,0,3.0,0.5,3.0,-1.0,0.5,0.0,3.0,2.0,1,1.05,1.05,3.0,0.0
I1,27/09/09,Lazio,Palermo,1,1,D,0,0,D,28,8,12,1,14,20,14,0,3,3,0,0,1.0,0.0,-2.0,-2.0,0.14,0.0,4.67,4.5,1,1.41,1.42,1.17,1.67
I1,27/09/09,Milan,Bari,0,0,D,0,0,D,12,17,5,5,11,13,5,4,1,2,0,0,1.5,1.0,-3.0,0.0,0.17,0.25,3.0,4.0,1,1.82,1.05,1.82,1.05
I1,27/09/09,Napoli,Siena,2,1,H,0,0,D,12,4,5,2,15,18,0,3,2,5,0,0,2.0,1.5,2.0,-1.0,0.27,0.36,5.5,5.5,0,1.05,1.13,1.25,1.25
I1,27/09/09,Parma,Cagliari,0,2,A,0,1,A,7,10,1,6,18,16,10,0,3,3,0,0,3.0,1.33,2.0,0.0,0.25,0.14,6.0,2.33,2,1.0,1.18,1.5,0.75
I1,27/09/09,Udinese,Genoa,2,0,H,0,0,D,12,9,7,0,22,20,5,4,3,1,0,0,2.33,1.5,3.0,-1.0,0.35,0.25,6.67,4.0,0,1.41,1.05,0.25,2.5
I1,03/10/09,Bari,Catania,0,0,D,0,0,D,7,11,2,2,13,24,2,3,0,5,0,0,1.33,0.33,2.0,-3.0,0.33,0.43,4.0,2.33,1,1.05,1.06,1.05,1.06
I1,03/10/09,Inter,Udinese,2,1,H,1,1,D,22,13,7,4,15,18,4,3,2,4,0,0,2.33,0.5,4.0,-2.0,0.32,0.11,6.33,4.5,0,2.33,1.41,1.67,0.67
I1,04/10/09,Atalanta,Milan,1,1,D,1,0,H,7,13,1,5,14,16,2,4,4,3,1,0,0.33,1.33,-2.0,0.0,0.0,0.15,6.0,4.33,1,1.27,1.82,1.5,1.5
I1,04/10/09,Bologna,Genoa,1,3,A,0,2,A,19,9,5,5,18,20,8,2,3,1,0,1,1.33,1.0,0.0,-3.0,0.3,0.25,3.33,2.67,2,1.05,1.05,2.0,0.5
I1,04/10/09,Cagliari,Chievo,1,2,A,1,1,D,5,10,2,5,18,17,7,6,2,2,0,0,0.0,1.33,-3.0,1.0,0.25,0.25,4.0,2.67,2,1.18,1.01,1.25,1.25
I1,04/10/09,Fiorentina,Lazio,0,0,D,0,0,D,24,14,10,5,20,12,9,5,0,3,0,0,3.0,2.0,4.0,1.0,0.25,0.5,5.33,3.0,1,1.82,1.41,2.5,0.5
I1,04/10/09,Palermo,Juventus,2,0,H,2,0,H,24,16,8,0,17,16,7,4,2,4,0,0,1.67,2.33,1.0,4.0,0.3,0.28,6.67,8.33,0,1.42,1.05,1.5,1.5
I1,04/10/09,Roma,Napoli,2,1,H,1,1,D,15,9,3,2,17,20,5,3,2,2,0,0,1.5,0.0,0.0,-6.0,0.31,0.25,6.5,4.0,0,1.93,1.05,2.0,0.5
I1,04/10/09,Sampdoria,Parma,1,1,D,1,1,D,16,10,3,4,10,25,7,2,1,4,0,0,3.0,1.33,6.0,-1.0,0.44,0.4,6.0,3.33,1,1.36,1.0,3.0,0.0
I1,04/10/09,Siena,Livorno,0,0,D,0,0,D,22,5,6,1,23,10,11,1,1,1,0,1,0.33,0.0,-2.0,-6.0,0.22,0.06,3.0,6.0,1,1.13,0.96,0.75,1.5
I1,17/10/09,Genoa,Inter,0,5,A,0,3,A,5,13,2,6,16,17,6,2,2,3,1,0,2.33,2.0,4.0,4.0,0.53,0.4,5.67,5.0,2,1.05,2.33,0.5,2.0
I1,17/10/09,Juventus,Fiorentina,1,1,D,1,1,D,17,18,7,6,12,19,3,9,2,2,0,0,2.33,1.33,3.0,-1.0,0.36,0.21,3.67,4.67,1,1.05,1.82,1.25,1.25
I1,18/10/09,Catania,Cagliari,2,1,H,1,1,D,10,5,2,1,21,26,6,1,2,3,0,0,0.67,1.75,-1.0,2.0,0.27,0.23,3.67,3.25,0,1.06,1.18,1.67,1.17
I1,18/10/09,Chievo,Bari,1,2,A,0,1,A,27,13,9,5,19,23,10,1,4,3,0,0,1.33,1.0,1.0,0.0,0.26,0.15,6.33,4.33,2,1.01,1.05,1.01,1.05
I1,18/10/09,Lazio,Sampdoria,1,1,D,1,1,D,20,16,7,9,22,18,2,5,1,0,1,1,1.0,2.0,-2.0,0.0,0.12,0.3,6.5,3.33,1,1.41,1.36,1.67,1.17
I1,18/10/09,Livorno,Palermo,1,2,A,0,0,D,18,8,4,2,13,14,2,0,1,3,0,0,0.67,0.33,-1.0,-2.0,0.0,0.1,5.33,3.33,2,0.96,1.42,0.0,3.0
I1,18/10/09,Milan,Roma,2,1,H,0,1,A,12,20,5,9,22,25,8,7,4,4,1,0,1.33,1.25,-3.0,0.0,0.09,0.4,3.67,5.0,0,1.82,1.93,0.33,2.33
I1,18/10/09,Napoli,Bologna,2,1,H,0,1,A,22,8,7,3,14,21,10,4,3,3,0,0,2.33,0.67,3.0,-1.0,0.31,0.12,5.33,2.67,0,1.05,1.05,2.0,0.5
I1,18/10/09,Parma,Siena,1,0,H,1,0,H,20,7,9,1,18,18,8,3,4,2,0,1,2.0,1.0,0.0,-2.0,0.23,0.38,4.33,4.33,0,1.0,1.13,1.25,1.25
I1,18/10/09,Udinese,Atalanta,1,3,A,1,1,D,20,12,5,5,21,15,14,0,2,1,0,0,2.5,0.33,5.0,-4.0,0.33,0.18,6.75,3.67,2,1.41,1.27,1.67,1.17
I1,24/10/09,Inter,Catania,2,1,H,2,0,H,10,13,5,6,16,22,6,3,2,3,0,0,2.5,0.5,5.0,-3.0,0.31,0.33,6.5,2.25,0,2.33,1.06,3.0,0.0
I1,24/10/09,Sampdoria,Bologna,4,1,H,4,0,H,13,9,7,1,20,16,7,4,2,2,0,1,2.5,0.5,6.0,-2.0,0.43,0.18,5.25,2.75,0,1.36,1.05,1.5,1.5
I1,25/10/09,Atalanta,Parma,3,1,H,1,0,H,15,19,5,7,21,24,3,7,2,2,0,0,0.5,1.25,-2.0,-1.0,0.05,0.36,4.75,3.5,0,1.27,1.0,1.75,1.0
I1,25/10/09,Bari,Lazio,2,0,H,1,0,H,18,7,5,3,15,18,3,6,3,2,0,1,1.25,1.67,2.0,1.0,0.29,0.27,3.5,3.67,0,1.05,1.41,1.05,1.41
I1,25/10/09,Cagliari,Genoa,3,2,H,0,1,A,16,5,6,3,18,21,6,3,3,4,0,1,0.0,1.5,-4.0,-1.0,0.3,0.38,3.33,3.25,0,1.18,1.05,0.75,2.25
I1,25/10/09,Chievo,Milan,1,2,A,1,0,H,9,22,3,10,11,9,6,7,2,1,0,0,1.0,1.25,0.0,0.0,0.21,0.17,7.0,4.5,2,1.01,1.82,0.0,3.0
I1,25/10/09,Fiorentina,Napoli,0,1,A,0,0,D,18,11,4,7,21,15,5,4,3,4,0,0,2.5,0.0,4.0,-7.0,0.15,0.29,6.5,3.5,2,1.82,1.05,1.5,1.5
I1,25/10/09,Palermo,Udinese,1,0,H,0,0,D,15,21,7,7,14,13,7,11,2,2,0,0,2.0,0.33,3.0,-3.0,0.29,0.15,7.0,4.33,0,1.42,1.41,1.83,0.83
I1,25/10/09,Roma,Livorno,0,1,A,0,1,A,29,9,5,2,16,16,8,2,1,2,0,1,2.0,0.25,1.0,-6.0,0.38,0.05,5.33,4.75,2,1.93,0.96,1.5,0.75
I1,25/10/09,Siena,Juventus,0,1,A,0,0,D,6,12,2,1,13,21,2,4,1,2,0,0,0.5,1.75,-2.0,2.0,0.13,0.28,3.75,6.25,2,1.13,1.05,0.75,2.25
I1,28/10/09,Bologna,Siena,2,1,H,1,0,H,8,19,3,8,26,19,1,8,3,1,0,0,1.0,0.75,-2.0,-3.0,0.27,0.36,3.75,3.5,0,1.05,1.13,0.5,2.0
I1,28/10/09,Catania,Chievo,1,2,A,1,1,D,17,8,2,4,20,23,7,6,2,3,1,0,1.25,1.75,0.0,2.0,0.38,0.31,3.25,3.25,2,1.06,1.01,1.75,1.0
I1,28/10/09,Genoa,Fiorentina,2,1,H,1,0,H,10,11,5,5,20,18,0,4,2,1,0,0,1.75,1.25,-1.0,-1.0,0.47,0.2,4.75,5.0,0,1.05,1.82,0.5,2.0
I1,28/10/09,Juventus,Sampdoria,5,1,H,2,0,H,20,6,9,2,22,23,5,1,1,1,0,0,2.0,1.75,3.0,0.0,0.28,0.21,4.5,4.75,0,1.05,1.36,1.0,1.0
I1,28/10/09,Lazio,Cagliari,0,1,A,0,0,D,23,14,7,6,15,23,9,1,4,4,0,0,1.0,1.4,-2.0,1.0,0.12,0.29,6.6,2.8,2,1.41,1.18,1.67,1.17
I1,28/10/09,Livorno,Atalanta,1,0,H,0,0,D,10,10,3,2,20,16,6,9,3,2,0,0,0.5,1.0,-2.0,-2.0,0.05,0.31,5.0,4.0,0,0.96,1.27,1.0,1.75
I1,28/10/09,Napoli,Milan,2,2,D,0,2,A,25,4,10,2,14,20,13,1,4,1,0,1,2.5,1.6,4.0,1.0,0.3,0.18,5.75,5.6,1,1.05,1.82,1.0,1.75
I1,28/10/09,Parma,Bari,2,0,H,0,0,D,7,4,2,0,17,14,2,2,2,2,0,0,2.25,1.5,1.0,1.0,0.18,0.22,5.5,4.5,0,1.0,1.05,1.0,1.05
I1,28/10/09,Udinese,Roma,2,1,H,1,1,D,11,12,3,5,18,19,6,5,4,4,1,1,2.0,1.0,3.0,-1.0,0.31,0.31,6.4,5.8,0,1.41,1.93,0.67,2.17
I1,29/10/09,Inter,Palermo,5,3,H,4,0,H,20,18,11,7,14,8,8,2,1,2,0,0,2.6,1.0,6.0,-1.0,0.32,0.25,6.2,3.0,0,2.33,1.42,2.0,0.5
I1,31/10/09,Juventus,Napoli,2,3,A,1,0,H,13,14,4,5,15,24,5,8,1,3,1,0,2.2,0.6,7.0,-6.0,0.37,0.24,5.4,4.2,2,1.05,1.05,1.5,1.5
I1,31/10/09,Milan,Parma,2,0,H,1,0,H,13,17,3,6,10,28,3,2,2,1,0,0,1.75,1.0,-2.0,-3.0,0.19,0.29,4.0,4.2,0,1.82,1.0,2.0,0.5
I1,01/11/09,Cagliari,Atalanta,3,0,H,3,0,H,11,10,5,1,19,17,3,3,1,1,0,0,0.75,0.8,-3.0,-3.0,0.38,0.28,4.0,3.6,0,1.18,1.27,1.33,1.33
I1,01/11/09,Chievo,Udinese,1,1,D,0,1,A,21,9,9,4,18,15,10,0,2,2,0,0,0.8,0.25,-1.0,-4.0,0.23,0.1,6.2,5.0,1,1.01,1.41,1.5,1.5
I1,01/11/09,Fiorentina,Catania,3,1,H,1,0,H,13,12,5,4,24,19,7,6,1,3,1,1,2.0,0.4,3.0,-4.0,0.13,0.27,6.0,3.0,0,1.82,1.06,3.0,0.0
I1,01/11/09,Livorno,Inter,0,2,A,0,0,D,18,6,3,2,9,17,9,4,2,1,0,0,1.0,2.25,-1.0,9.0,0.09,0.52,4.6,5.25,2,0.96,2.33,0.25,2.5
I1,01/11/09,Palermo,Genoa,0,0,D,0,0,D,22,11,6,5,9,24,6,7,2,2,0,0,2.2,1.2,4.0,-2.0,0.26,0.44,7.0,3.2,1,1.42,1.05,1.0,1.75
I1,01/11/09,Roma,Bologna,2,1,H,1,1,D,29,4,9,3,15,16,17,1,2,2,0,0,1.5,0.4,0.0,-5.0,0.29,0.25,5.25,2.4,0,1.93,1.05,2.0,0.5
I1,01/11/09,Sampdoria,Bari,0,0,D,0,0,D,12,5,4,2,19,20,8,4,5,2,0,0,2.6,1.2,9.0,-1.0,0.46,0.22,5.6,3.6,1,1.36,1.05,1.36,1.05
I1,01/11/09,Siena,Lazio,1,1,D,1,1,D,11,7,3,2,21,15,5,6,1,1,0,0,0.4,1.25,-3.0,-1.0,0.12,0.21,3.4,3.5,1,1.13,1.41,1.5,1.0
I1,07/11/09,Atalanta,Juventus,2,5,A,0,2,A,8,16,3,6,10,19,2,4,4,4,0,0,1.0,2.0,0.0,3.0,0.17,0.31,4.8,5.2,2,1.27,1.05,0.25,2.5
I1,07/11/09,Catania,Napoli,0,0,D,0,0,D,9,6,3,1,22,20,8,2,3,2,0,0,1.0,1.2,-1.0,-4.0,0.4,0.32,3.0,4.4,1,1.06,1.05,1.5,1.5
I1,08/11/09,Bari,Livorno,1,0,H,1,0,H,11,14,4,4,14,19,1,5,0,1,0,0,1.6,0.8,4.0,-5.0,0.32,0.1,3.8,4.2,0,1.05,0.96,1.05,0.96
I1,08/11/09,Bologna,Palermo,3,1,H,1,1,D,13,12,5,3,16,13,5,5,3,2,0,0,1.4,0.8,-1.0,-3.0,0.33,0.32,3.6,3.8,0,1.05,1.42,0.5,2.0
I1,08/11/09,Cagliari,Sampdoria,2,0,H,0,0,D,15,6,5,3,21,12,10,3,2,1,0,1,1.2,1.4,0.0,-4.0,0.43,0.24,4.2,4.2,0,1.18,1.36,1.5,1.0
I1,08/11/09,Genoa,Siena,4,2,H,3,0,H,9,19,7,6,21,18,5,8,4,4,0,0,2.0,0.6,0.0,-4.0,0.46,0.27,4.8,4.4,0,1.05,1.13,1.75,1.0
I1,08/11/09,Inter,Roma,1,1,D,0,1,A,12,12,4,4,26,13,4,5,3,2,0,0,3.0,1.0,8.0,-1.0,0.36,0.29,7.8,5.6,1,2.33,1.93,1.83,0.83
I1,08/11/09,Lazio,Milan,1,2,A,0,2,A,26,11,6,5,25,19,11,5,2,2,0,0,0.4,1.2,-4.0,0.0,0.08,0.2,7.4,5.0,2,1.41,1.82,0.33,2.33
I1,08/11/09,Parma,Chievo,2,0,H,1,0,H,14,14,5,2,17,20,3,11,2,4,0,0,2.4,2.0,3.0,3.0,0.25,0.35,4.8,3.4,0,1.0,1.01,0.5,2.0
I1,08/11/09,Udinese,Fiorentina,0,1,A,0,0,D,7,14,2,5,15,19,6,10,3,4,0,0,2.4,1.0,4.0,-2.0,0.34,0.2,5.8,5.0,2,1.41,1.82,2.0,1.0
I1,21/11/09,Bologna,Inter,1,3,A,1,2,A,10,17,2,8,22,18,2,6,0,2,0,1,1.8,2.4,1.0,11.0,0.42,0.57,3.8,4.6,2,1.05,2.33,0.0,3.0
I1,21/11/09,Fiorentina,Parma,2,3,A,1,1,D,17,8,5,3,15,16,11,4,2,4,1,0,2.0,0.8,4.0,-5.0,0.19,0.18,6.2,4.4,2,1.82,1.0,2.25,0.75
I1,22/11/09,Juventus,Udinese,1,0,H,0,0,D,13,5,7,2,20,17,5,3,3,2,0,0,1.6,0.4,5.0,-4.0,0.38,0.12,5.8,4.8,0,1.05,1.41,1.5,1.5
I1,22/11/09,Livorno,Genoa,2,1,H,1,0,H,11,10,3,4,14,24,3,1,2,2,0,0,0.8,0.8,-3.0,-3.0,0.1,0.33,4.2,3.6,0,0.96,1.05,1.0,1.0
I1,22/11/09,Milan,Cagliari,4,3,H,3,2,H,12,17,5,10,18,23,1,3,4,3,0,0,2.0,1.8,0.0,2.0,0.26,0.29,3.8,3.4,0,1.82,1.18,2.33,0.33
I1,22/11/09,Napoli,Lazio,0,0,D,0,0,D,11,12,3,3,19,17,6,5,3,5,0,0,2.2,1.2,4.0,-1.0,0.27,0.25,6.6,3.2,1,1.05,1.41,1.0,1.75
I1,22/11/09,Palermo,Catania,1,1,D,1,0,H,16,23,3,5,17,18,5,3,3,1,0,0,1.8,0.4,3.0,-5.0,0.19,0.27,7.4,3.0,1,1.42,1.06,1.5,1.5
I1,22/11/09,Roma,Bari,3,1,H,3,0,H,17,16,8,5,16,17,4,10,2,3,0,0,1.8,1.2,1.0,-1.0,0.27,0.19,6.0,3.2,0,1.93,1.05,1.93,1.05
I1,22/11/09,Sampdoria,Chievo,2,1,H,1,0,H,16,8,8,2,18,34,6,3,1,1,0,1,2.2,2.0,7.0,2.0,0.4,0.32,5.0,3.8,0,1.36,1.01,1.5,0.75
I1,22/11/09,Siena,Atalanta,0,2,A,0,0,D,23,13,5,5,22,17,6,6,2,2,0,0,0.6,0.8,-2.0,-5.0,0.12,0.33,3.2,3.0,2,1.13,1.27,1.0,1.5
I1,28/11/09,Genoa,Sampdoria,3,0,H,1,0,H,6,9,5,2,30,24,3,1,3,3,1,2,2.0,0.8,1.0,-7.0,0.5,0.15,4.8,4.0,0,1.05,1.36,1.75,1.0
I1,28/11/09,Udinese,Livorno,2,0,H,2,0,H,18,10,7,1,18,15,3,4,1,3,0,0,1.8,0.8,1.0,-4.0,0.26,0.05,4.6,3.8,0,1.41,0.96,1.75,1.0
I1,29/11/09,Atalanta,Roma,1,2,A,1,1,D,12,14,6,5,13,15,7,3,3,1,0,0,1.0,0.6,-2.0,-2.0,0.27,0.25,4.4,5.6,2,1.27,1.93,1.0,2.0
I1,29/11/09,Bari,Siena,2,1,H,0,1,A,13,9,5,3,12,19,8,1,0,4,0,0,2.0,0.0,5.0,-8.0,0.32,0.23,4.4,4.4,0,1.05,1.13,1.05,1.13
I1,29/11/09,Cagliari,Juventus,2,0,H,1,0,H,10,10,4,4,23,11,4,7,3,3,0,0,1.8,2.0,4.0,4.0,0.45,0.45,4.4,4.4,0,1.18,1.05,1.0,1.75
I1,29/11/09,Catania,Milan,0,2,A,0,0,D,6,13,2,3,21,18,4,5,3,1,0,0,1.2,1.6,0.0,1.0,0.36,0.27,2.8,5.2,2,1.06,1.82,0.5,2.0
I1,29/11/09,Chievo,Palermo,1,0,H,0,0,D,10,12,4,2,22,21,2,6,2,3,0,1,1.0,0.8,0.0,-4.0,0.19,0.37,7.2,3.8,0,1.01,1.42,1.0,1.75
I1,29/11/09,Inter,Fiorentina,1,0,H,0,0,D,23,15,6,5,15,23,8,8,2,4,0,0,2.6,1.4,6.0,-1.0,0.38,0.2,6.8,5.0,0,2.33,1.82,2.67,0.17
I1,29/11/09,Lazio,Bologna,0,0,D,0,0,D,25,5,4,1,15,29,11,3,4,3,0,0,0.4,0.2,-3.0,-6.0,0.11,0.33,7.6,2.4,1,1.41,1.05,1.5,1.5
I1,29/11/09,Parma,Napoli,1,1,D,0,1,A,10,13,5,4,21,25,9,4,3,2,0,1,2.4,1.4,4.0,-1.0,0.3,0.32,4.0,3.8,1,1.0,1.05,0.0,3.0
I1,05/12/09,Juventus,Inter,2,1,H,1,1,D,10,8,8,4,19,17,5,9,3,3,1,0,1.6,2.4,4.0,9.0,0.31,0.5,6.4,4.8,0,1.05,2.33,1.25,1.25
I1,05/12/09,Milan,Sampdoria,3,0,H,3,0,H,16,5,8,1,16,18,5,3,1,3,0,0,2.6,0.2,5.0,-11.0,0.41,0.11,4.4,3.8,0,1.82,1.36,1.67,1.17
I1,06/12/09,Bologna,Udinese,2,1,H,1,1,D,11,22,4,7,22,22,4,6,3,4,0,0,1.8,0.4,1.0,-3.0,0.5,0.1,3.6,4.2,0,1.05,1.41,0.0,3.0
I1,06/12/09,Fiorentina,Atalanta,2,0,H,1,0,H,20,10,6,2,9,17,9,4,1,1,0,1,1.4,1.4,2.0,0.0,0.21,0.35,6.8,3.4,0,1.82,1.27,2.0,0.5
I1,06/12/09,Genoa,Parma,2,2,D,1,1,D,11,9,5,3,20,19,5,1,2,4,0,0,2.0,1.4,1.0,-2.0,0.5,0.29,4.4,4.8,1,1.05,1.0,1.5,1.5
I1,06/12/09,Livorno,Chievo,0,2,A,0,1,A,6,16,2,5,21,21,4,4,3,2,1,0,1.2,1.4,-2.0,-1.0,0.22,0.31,3.6,3.2,2,0.96,1.01,0.0,3.0
I1,06/12/09,Napoli,Bari,3,2,H,0,0,D,19,10,6,6,17,18,7,5,2,3,0,2,1.8,1.0,2.0,-3.0,0.19,0.18,6.2,3.4,0,1.05,1.05,1.05,1.05
I1,06/12/09,Palermo,Cagliari,2,1,H,0,1,A,18,14,7,2,28,21,10,2,2,5,0,0,1.8,1.8,3.0,2.0,0.23,0.31,6.0,5.2,0,1.42,1.18,1.5,1.5
I1,06/12/09,Roma,Lazio,1,0,H,0,0,D,12,15,6,3,25,21,6,7,3,3,1,0,2.4,0.8,5.0,-2.0,0.29,0.12,6.8,3.2,0,1.93,1.41,1.17,1.67
I1,06/12/09,Siena,Catania,3,2,H,0,1,A,14,16,3,9,22,27,5,3,1,3,0,0,0.6,0.6,-3.0,-3.0,0.05,0.17,3.8,3.6,0,1.13,1.06,1.33,0.83
I1,12/12/09,Bari,Juventus,3,1,H,2,1,H,10,27,5,8,17,13,1,7,1,3,0,0,2.0,1.4,3.0,0.0,0.26,0.42,3.8,3.8,0,1.05,1.05,1.05,1.05
I1,12/12/09,Cagliari,Napoli,3,3,D,0,1,A,8,16,4,8,20,17,1,11,2,5,0,1,2.4,1.6,7.0,1.0,0.5,0.32,4.4,3.8,1,1.18,1.05,2.5,0.25
I1,13/12/09,Atalanta,Inter,1,1,D,0,1,A,8,16,2,5,17,17,12,5,2,0,0,1,1.0,1.8,-2.0,7.0,0.37,0.48,3.8,4.6,1,1.27,2.33,0.67,2.17
I1,13/12/09,Catania,Livorno,0,1,A,0,0,D,16,14,3,3,20,17,8,6,2,2,1,0,1.0,0.8,-2.0,-4.0,0.29,0.08,2.8,2.4,2,1.06,0.96,1.5,1.5
I1,13/12/09,Chievo,Fiorentina,2,1,H,2,1,H,14,13,7,1,11,21,7,6,3,3,0,0,1.0,1.4,-1.0,0.0,0.15,0.16,6.6,5.0,0,1.01,1.82,0.0,3.0
I1,13/12/09,Lazio,Genoa,1,0,H,1,0,H,10,8,2,1,20,25,3,7,3,5,0,1,0.6,0.8,-2.0,-2.0,0.08,0.35,7.2,3.4,0,1.41,1.05,1.75,1.0
I1,13/12/09,Milan,Palermo,0,2,A,0,0,D,24,16,6,4,16,13,8,2,0,1,0,0,2.6,0.8,7.0,-4.0,0.42,0.47,5.2,3.0,2,1.82,1.42,1.17,1.67
I1,13/12/09,Parma,Bologna,2,1,H,0,1,A,20,9,7,4,18,20,9,4,2,2,0,1,2.0,0.4,3.0,-5.0,0.27,0.33,4.4,2.4,0,1.0,1.05,1.0,1.05
I1,13/12/09,Sampdoria,Roma,0,0,D,0,0,D,7,15,1,2,21,22,7,8,3,3,0,0,2.2,1.0,5.0,-1.0,0.33,0.23,4.8,5.2,1,1.36,1.93,0.17,2.67
I1,13/12/09,Siena,Udinese,2,1,H,0,0,D,19,19,9,6,22,21,6,4,3,1,0,0,1.0,0.2,-2.0,-4.0,0.21,0.12,3.8,4.8,0,1.13,1.41,0.5,2.0
I1,20/12/09,Inter,Lazio,1,0,H,1,0,H,15,12,4,1,20,19,5,2,2,4,0,0,2.6,0.6,5.0,-3.0,0.33,0.06,6.6,3.2,0,2.33,1.41,2.67,0.17
I1,20/12/09,Juventus,Catania,1,2,A,0,1,A,19,8,8,2,14,18,6,0,3,1,0,0,2.0,0.4,5.0,-4.0,0.31,0.19,7.0,5.2,2,1.05,1.06,1.5,0.75
I1,20/12/09,Livorno,Sampdoria,3,1,H,1,1,D,10,14,6,4,20,15,3,11,3,1,0,1,1.2,0.2,-3.0,-12.0,0.27,0.12,3.0,3.4,0,0.96,1.36,1.5,1.5
